Date,Location,AQI,SO2,NO2,O3,CO,C6H6,PM10,PM2.5,Pb,Arsen,Cadmiu,Nichel,Benzo(a)pyrene
2023-04-17,Pitesti,64.86,175.65,153.6,69.47,2.05,2.59,32.42,21.05,0.29,1.16,3.87,16.09,0.34
2023-04-18,Pitesti,35.81,323.29,1.08,24.36,5.49,2.21,36.4,8.9,0.04,3.21,2.47,5.42,0.83
2023-04-19,Pitesti,51.74,72.18,68.07,85.04,3.75,2.29,22.85,13.59,0.1,4.46,1.69,8.6,0.33
2023-04-20,Pitesti,44.51,172.42,92.41,81.66,1.68,4.14,0.05,10.1,0.3,5.21,4.23,7.99,0.73
2023-04-21,Pitesti,42.14,89.99,159.91,37.81,0.59,0.61,22.25,18.72,0.4,2.94,1.99,14.42,0.05
2023-04-22,Pitesti,48.16,243.66,113.93,19.87,7.07,4.18,19.17,5.19,0.37,5.29,1.48,0.78,0.69
2023-04-23,Pitesti,43.41,98.45,5.77,101.28,4.69,0.57,34.57,5.69,0.39,5.96,0.8,16.94,0.06
2023-04-24,Pitesti,50.81,136.85,177.73,97.9,0.32,1.48,0.37,16.95,0.4,2.42,0.71,9.85,0.14
2023-04-25,Pitesti,52.79,218.77,119.39,43.43,1.21,4.37,16.43,19.73,0.23,2.86,2.45,16.26,0.19
2023-04-26,Pitesti,53.42,37.56,143.46,74.2,7.93,2.36,36.9,24.41,0.39,5.99,4.31,1.2,0.73
2023-04-27,Pitesti,59.72,314.87,21.73,34.33,4.67,0.78,28.31,23.53,0.0,1.81,0.9,4.88,0.09
2023-04-28,Pitesti,47.96,15.77,23.46,68.03,4.52,0.31,47.34,14.31,0.35,1.85,2.49,7.49,0.45
2023-04-29,Pitesti,64.37,110.26,132.77,25.56,4.85,4.94,20.51,6.79,0.27,0.5,3.22,12.79,0.99
2023-04-30,Pitesti,57.7,215.66,76.57,118.87,9.38,4.0,11.38,7.23,0.08,0.4,1.57,8.11,0.27
2023-05-01,Pitesti,68.21,204.59,5.37,35.22,4.35,1.68,47.28,19.72,0.45,4.28,3.0,5.01,0.7
2023-05-02,Pitesti,48.89,267.01,163.95,76.83,9.18,0.93,43.85,16.33,0.43,0.56,2.05,15.47,0.47
2023-05-03,Pitesti,56.7,316.37,134.23,15.03,8.71,3.59,43.43,9.18,0.14,4.98,0.59,9.04,0.21
2023-05-04,Pitesti,51.61,257.04,75.69,64.79,7.75,0.45,9.86,2.77,0.33,2.0,3.83,14.86,0.49
2023-05-05,Pitesti,55.79,214.88,11.57,34.62,9.17,2.78,19.81,17.08,0.47,3.26,2.58,10.12,0.49
2023-05-06,Pitesti,53.38,108.93,199.03,53.46,3.45,1.13,37.07,2.8,0.26,1.87,1.12,17.97,0.03
2023-05-07,Pitesti,37.34,217.64,80.21,46.05,0.97,3.49,34.61,4.45,0.47,2.88,0.93,1.36,0.19
2023-05-08,Pitesti,59.22,12.68,93.14,19.44,0.65,1.95,29.73,19.45,0.28,2.7,1.24,4.44,0.07
2023-05-09,Pitesti,33.47,235.21,109.1,18.45,7.23,1.47,35.46,24.89,0.29,0.64,0.73,11.98,0.61
2023-05-10,Pitesti,55.41,247.71,9.92,111.33,4.98,2.99,44.58,10.05,0.08,1.34,3.59,11.49,0.23
2023-05-11,Pitesti,44.05,149.23,55.63,2.82,4.59,4.66,27.39,21.62,0.14,0.45,4.18,16.23,0.15
2023-05-12,Pitesti,60.3,59.6,64.55,104.46,2.98,0.37,47.67,5.0,0.03,5.12,4.83,0.52,0.57
2023-05-13,Pitesti,52.61,34.67,76.51,11.59,4.68,1.12,10.1,12.8,0.25,0.22,4.61,17.25,0.78
2022-01-01,Sibiu,61.49,297.43,143.38,30.17,8.39,0.1,36.59,10.56,0.36,0.06,4.01,8.61,0.83
2022-01-02,Sibiu,44.69,49.64,79.1,95.7,5.15,0.73,5.18,20.31,0.14,4.6,4.79,11.27,0.96
2022-01-03,Sibiu,48.25,89.65,116.27,35.47,0.54,0.17,16.99,5.21,0.18,5.91,1.53,16.86,0.75
2022-01-04,Sibiu,48.52,92.02,103.34,35.98,5.43,4.84,48.93,16.33,0.27,4.53,0.85,17.75,0.85
2022-01-05,Sibiu,55.89,249.13,21.08,10.97,0.25,0.69,49.14,11.24,0.05,2.13,4.58,2.53,0.15
2022-01-06,Sibiu,57.83,57.49,0.63,79.35,8.45,4.8,30.84,17.45,0.18,5.83,4.13,2.45,0.51
2022-01-07,Sibiu,35.58,152.88,102.75,91.27,8.19,0.06,20.8,1.56,0.3,0.07,0.53,16.27,0.44
2022-01-08,Sibiu,52.75,249.46,128.92,38.02,7.74,3.4,23.89,6.49,0.09,3.93,2.22,1.11,0.58
2022-01-09,Sibiu,54.61,5.26,69.71,92.06,1.92,0.91,18.41,7.23,0.16,0.29,4.63,6.67,0.01
2022-01-10,Sibiu,41.93,340.92,138.17,65.43,8.19,4.55,44.71,0.22,0.26,3.21,3.93,10.42,0.75
2022-01-11,Sibiu,48.59,185.77,154.93,43.73,1.86,3.08,14.41,0.08,0.41,0.5,0.54,15.08,0.82
2022-01-12,Sibiu,58.48,179.48,170.09,63.08,4.48,4.77,38.95,15.82,0.16,0.68,4.97,0.48,0.62
2022-01-13,Sibiu,51.11,335.18,126.29,32.67,7.9,2.56,21.97,1.02,0.38,0.09,3.35,3.59,0.11
2022-01-14,Sibiu,34.0,144.2,100.41,15.72,9.32,4.71,23.19,3.67,0.02,5.25,3.48,12.43,0.04
2022-01-15,Sibiu,63.68,315.65,81.69,83.05,7.69,1.3,25.09,6.08,0.13,0.89,0.43,18.14,0.61
2022-01-16,Sibiu,58.13,26.03,55.93,72.6,8.7,0.33,24.51,5.77,0.44,2.71,1.3,10.4,0.26
2022-01-17,Sibiu,43.27,10.22,130.29,114.22,9.36,0.26,39.4,15.47,0.33,3.08,0.99,6.67,0.67
2022-01-18,Sibiu,50.13,70.24,60.54,7.29,0.49,3.68,40.42,9.66,0.19,4.34,1.94,13.12,0.41
2022-01-19,Sibiu,51.18,58.93,102.18,109.12,2.36,4.86,20.0,22.0,0.14,4.31,0.38,19.6,0.96
2022-01-20,Sibiu,49.36,16.5,78.28,47.09,6.88,1.14,19.48,10.99,0.2,5.83,1.85,0.96,0.18
2022-01-21,Sibiu,50.68,90.49,119.2,70.07,2.51,1.51,48.01,24.35,0.06,1.82,2.83,8.9,0.16
2022-01-22,Sibiu,58.51,11.85,70.74,99.34,9.19,4.5,3.79,23.34,0.13,3.7,3.89,6.82,0.23
2022-01-23,Sibiu,58.9,251.6,158.23,118.97,6.56,4.09,31.85,7.74,0.19,0.84,3.85,16.01,0.82
2022-01-24,Sibiu,52.83,321.5,119.87,32.99,5.9,1.95,40.4,14.05,0.18,4.61,4.37,0.16,0.23
2022-01-25,Sibiu,45.59,289.1,26.79,21.69,0.64,2.47,8.96,17.08,0.3,2.62,0.68,12.08,0.61
2022-01-26,Sibiu,38.07,187.64,191.84,90.83,8.4,0.73,49.07,3.67,0.17,0.46,2.36,0.61,0.9
2022-01-27,Sibiu,38.64,153.21,123.76,61.08,7.21,0.99,43.74,7.6,0.35,4.3,4.36,18.89,0.25
2022-01-28,Sibiu,46.13,210.14,118.65,16.81,5.73,3.34,4.6,5.01,0.35,3.13,1.35,19.42,0.57
2022-01-29,Sibiu,51.64,17.53,46.48,31.31,9.05,4.13,10.39,1.16,0.44,1.2,0.12,3.07,0.73
2022-01-30,Sibiu,63.01,264.72,196.08,77.05,3.28,3.2,14.84,11.51,0.38,4.09,3.94,9.55,0.16
2022-01-31,Sibiu,64.44,139.61,59.93,20.44,2.98,2.85,23.58,23.31,0.47,5.85,1.72,7.99,0.69
2022-02-01,Sibiu,50.61,145.78,22.05,80.43,7.31,1.47,40.97,9.18,0.36,4.39,1.95,9.38,0.71
2022-02-02,Sibiu,60.8,216.72,130.56,64.8,5.3,0.02,30.14,14.9,0.43,2.54,1.19,9.12,0.36
2022-02-03,Sibiu,49.56,84.47,132.47,16.29,4.19,4.4,26.25,13.23,0.47,5.9,0.53,12.5,0.72
2022-02-04,Sibiu,51.31,96.69,131.78,42.1,6.93,4.44,26.85,15.93,0.06,0.38,1.55,2.72,0.7
2022-02-05,Sibiu,52.87,5.59,142.82,60.37,1.33,2.28,37.79,6.47,0.35,4.34,1.34,4.73,0.68
2022-02-06,Sibiu,37.58,213.1,175.99,64.95,2.47,4.53,25.2,10.06,0.34,0.05,4.07,0.01,0.09
2022-02-07,Sibiu,51.07,280.37,124.93,23.07,1.33,2.29,46.72,8.45,0.43,2.56,4.84,14.68,0.74
2022-02-08,Sibiu,67.54,256.21,120.54,61.96,7.66,1.8,19.76,1.5,0.42,1.32,4.75,19.26,0.91
2022-02-09,Sibiu,41.39,88.67,29.34,30.02,6.22,1.22,1.84,12.86,0.47,4.28,1.23,4.23,0.49
2022-02-10,Sibiu,40.64,211.43,84.68,97.5,7.07,0.41,15.19,7.87,0.36,4.64,0.27,6.91,0.88
2022-02-11,Sibiu,37.31,92.12,160.8,57.87,0.33,0.76,30.58,13.39,0.03,1.26,1.1,2.87,0.31
2022-02-12,Sibiu,46.6,209.2,72.94,64.69,9.81,4.76,43.71,1.66,0.46,0.47,0.33,19.16,0.69
2022-02-13,Sibiu,36.61,264.34,42.48,49.21,3.25,4.58,22.93,17.67,0.14,0.44,3.31,16.07,0.22
2022-02-14,Sibiu,54.48,251.25,117.97,65.59,9.79,4.4,20.16,13.98,0.31,5.26,3.83,0.08,0.53
2022-02-15,Sibiu,43.09,290.52,49.11,6.01,7.82,0.17,15.21,1.62,0.15,0.6,4.84,8.08,0.38
2022-02-16,Sibiu,42.49,346.63,57.29,19.48,9.26,4.66,1.54,0.32,0.5,0.83,0.92,12.56,0.02
2022-02-17,Sibiu,37.14,256.34,111.25,58.36,3.77,3.69,15.58,7.55,0.45,2.64,1.45,15.22,0.08
2022-02-18,Sibiu,50.6,214.23,127.95,8.24,0.39,0.92,31.71,18.48,0.41,3.25,3.37,19.49,0.49
2022-02-19,Sibiu,49.81,326.37,30.43,38.88,2.4,4.89,1.67,7.51,0.28,1.74,3.55,0.42,0.14
2022-02-20,Sibiu,62.38,157.72,85.73,78.62,5.34,4.83,48.12,18.41,0.2,5.49,1.36,5.45,0.32
2022-02-21,Sibiu,46.88,167.61,144.94,113.2,2.4,4.48,0.31,4.94,0.17,2.63,4.02,16.82,0.17
2022-02-22,Sibiu,34.49,221.87,121.43,31.75,0.81,4.27,35.42,5.82,0.44,2.74,0.44,3.09,0.47
2022-02-23,Sibiu,50.14,219.91,187.83,105.65,5.72,3.72,20.46,19.95,0.42,0.22,4.11,12.55,0.36
2022-02-24,Sibiu,38.48,170.64,76.2,91.42,9.61,2.67,20.29,14.45,0.16,3.35,3.41,6.95,0.69
2022-02-25,Sibiu,40.53,232.82,107.44,44.29,5.65,1.71,46.55,3.0,0.12,2.85,2.33,13.48,0.93
2022-02-26,Sibiu,66.92,241.77,109.93,0.99,7.45,4.89,2.38,19.22,0.3,1.69,3.52,5.13,0.71
2022-02-27,Sibiu,52.94,205.45,11.37,40.06,1.43,1.55,8.87,15.19,0.38,1.16,4.25,14.31,0.51
2022-02-28,Sibiu,45.64,204.83,65.62,109.51,3.58,0.0,40.36,14.76,0.07,1.98,0.44,17.93,0.51
2022-03-01,Sibiu,51.22,185.99,197.73,71.65,2.59,3.83,14.31,2.35,0.42,4.01,4.97,12.08,0.22
2022-03-02,Sibiu,51.41,209.15,117.15,68.81,8.85,4.83,36.45,6.82,0.08,3.35,4.18,17.99,0.61
2022-03-03,Sibiu,56.45,279.82,59.27,63.08,8.09,0.68,31.13,23.62,0.31,4.08,2.92,17.82,0.2
2022-03-04,Sibiu,59.99,55.2,182.36,62.85,5.28,1.29,27.78,24.74,0.09,0.65,1.95,4.58,0.96
2022-03-05,Sibiu,44.01,29.57,97.24,108.44,6.29,2.19,30.73,4.31,0.3,1.03,0.54,2.13,0.37
2022-03-06,Sibiu,42.75,15.92,62.51,113.68,6.18,4.55,30.48,18.94,0.16,5.12,3.04,5.27,0.68
2022-03-07,Sibiu,39.89,30.81,15.42,29.3,0.47,0.29,37.41,9.85,0.02,0.56,2.84,0.06,0.11
2022-03-08,Sibiu,54.12,222.58,101.82,49.93,2.06,1.58,1.22,16.97,0.21,3.18,1.17,4.94,0.08
2022-03-09,Sibiu,45.0,218.79,16.93,82.67,9.31,1.82,32.58,11.26,0.07,1.54,2.53,16.45,0.01
2022-03-10,Sibiu,44.13,259.04,163.5,38.68,2.5,0.2,39.62,16.38,0.05,2.07,4.01,0.5,0.8
2022-03-11,Sibiu,38.85,163.01,57.87,15.37,2.62,3.75,49.5,12.19,0.07,1.48,4.82,12.71,0.27
2022-03-12,Sibiu,39.61,228.38,24.58,26.43,2.28,3.32,28.74,2.4,0.32,4.51,1.98,19.25,0.57
2022-03-13,Sibiu,50.36,283.43,94.83,60.61,1.19,0.62,49.61,18.25,0.33,1.46,1.03,4.41,0.21
2022-03-14,Sibiu,43.31,349.92,187.81,113.22,1.7,0.97,19.8,6.19,0.12,2.13,0.68,14.34,0.62
2022-03-15,Sibiu,43.86,42.45,79.06,90.54,1.27,4.8,37.88,20.1,0.32,0.8,1.15,2.1,0.85
2022-03-16,Sibiu,39.9,67.17,155.13,33.76,8.99,3.61,14.17,15.47,0.16,0.37,0.57,19.61,0.33
2022-03-17,Sibiu,38.08,335.95,118.54,116.96,6.44,4.75,13.68,21.24,0.06,1.12,2.57,18.59,0.2
2022-03-18,Sibiu,57.75,48.31,121.74,113.16,1.49,4.2,32.47,3.42,0.15,2.39,0.17,15.01,0.31
2022-03-19,Sibiu,32.99,284.7,127.82,82.77,6.93,4.22,0.3,0.39,0.01,4.94,0.6,6.0,0.42
2022-03-20,Sibiu,55.96,176.21,96.25,87.26,7.07,2.83,34.79,4.54,0.04,0.96,4.53,13.65,0.13
2022-03-21,Sibiu,46.53,62.97,35.75,24.49,5.16,3.76,19.12,22.12,0.11,3.97,3.45,13.51,0.57
2022-03-22,Sibiu,51.9,183.25,180.77,118.95,9.4,2.2,36.1,22.09,0.3,0.42,1.46,18.44,0.1
2022-03-23,Sibiu,44.46,215.08,22.8,68.27,5.75,2.72,0.39,4.58,0.47,2.11,5.0,17.78,0.07
2022-03-24,Sibiu,53.84,242.06,2.82,17.14,7.82,2.41,10.03,14.49,0.35,5.38,0.55,7.93,0.93
2022-03-25,Sibiu,43.34,97.97,21.34,87.03,8.62,2.48,46.74,10.43,0.4,0.9,0.14,10.69,0.31
2022-03-26,Sibiu,46.24,271.84,118.77,23.22,3.69,1.16,33.98,19.0,0.43,3.1,4.2,11.36,0.91
2022-03-27,Sibiu,49.44,145.84,103.84,47.9,3.84,1.77,38.59,8.13,0.0,5.93,3.16,17.35,0.32
2022-03-28,Sibiu,54.74,22.5,180.95,23.04,5.84,0.56,10.71,21.06,0.16,3.54,1.89,10.56,0.84
2022-03-29,Sibiu,37.83,215.99,175.85,56.35,5.06,1.22,1.3,22.36,0.02,4.98,1.61,8.15,0.07
2022-03-30,Sibiu,57.64,142.31,139.78,95.45,5.13,0.65,26.88,15.62,0.38,5.46,4.03,5.96,0.95
2022-03-31,Sibiu,45.35,276.66,88.06,85.83,9.43,4.74,1.59,4.6,0.13,2.98,3.21,7.06,0.56
2022-04-01,Sibiu,57.96,128.63,23.26,95.34,3.08,4.74,19.46,21.96,0.32,0.28,1.74,19.75,0.91
2022-04-02,Sibiu,59.64,282.19,160.28,107.91,4.11,1.91,31.02,9.76,0.11,3.45,4.93,8.25,0.48
2022-04-03,Sibiu,55.96,103.0,99.46,88.05,5.37,2.11,17.25,23.79,0.11,2.49,4.97,4.57,0.53
2022-04-04,Sibiu,50.16,36.15,123.21,44.39,0.34,2.9,32.36,16.54,0.45,1.52,2.89,17.23,0.32
2022-04-05,Sibiu,46.69,212.65,126.34,27.03,1.33,2.59,9.04,13.48,0.15,3.92,0.61,11.61,0.43
2022-04-06,Sibiu,42.32,240.71,94.14,33.82,4.16,1.8,26.25,23.3,0.12,3.12,2.05,12.06,0.28
2022-04-07,Sibiu,47.02,234.26,192.57,52.73,2.87,1.28,5.31,6.54,0.36,4.63,1.26,12.45,0.8
2022-04-08,Sibiu,60.83,305.43,81.92,7.86,8.39,1.92,25.67,5.18,0.49,5.2,3.54,15.57,0.81
2022-04-09,Sibiu,40.57,152.44,192.38,54.89,9.39,4.45,37.75,10.89,0.06,5.54,3.83,9.43,0.31
2022-04-10,Sibiu,50.07,244.06,154.45,75.16,3.94,1.57,47.15,17.53,0.12,2.92,2.54,18.2,0.76
2022-04-11,Sibiu,46.58,41.09,6.66,46.99,9.85,0.95,36.59,17.05,0.49,3.94,1.06,16.03,0.28
2022-04-12,Sibiu,49.24,312.71,44.42,107.69,2.03,3.64,46.08,9.58,0.4,5.35,1.85,17.51,0.46
2022-04-13,Sibiu,36.31,134.29,98.68,65.62,2.53,0.32,22.47,2.67,0.29,2.08,3.65,18.84,0.45
2022-04-14,Sibiu,49.97,307.25,49.54,36.99,4.1,1.39,22.76,10.85,0.36,0.47,3.32,12.61,0.13
2022-04-15,Sibiu,33.19,254.19,73.83,90.88,4.19,0.03,44.64,22.36,0.21,5.87,3.2,12.81,0.34
2022-04-16,Sibiu,43.35,132.72,106.99,118.66,2.8,2.41,27.43,23.19,0.0,2.62,1.7,18.26,0.11
2022-04-17,Sibiu,55.88,18.14,36.23,83.21,5.47,0.18,13.67,4.03,0.48,3.6,2.35,3.11,0.35
2022-04-18,Sibiu,61.78,184.99,7.66,114.18,0.25,3.11,44.29,3.33,0.49,1.4,0.73,6.06,0.1
2022-04-19,Sibiu,44.19,151.63,133.07,116.3,5.0,1.25,3.93,3.69,0.07,0.57,3.88,13.39,0.67
2022-04-20,Sibiu,47.16,300.69,98.04,34.32,2.39,3.83,16.58,4.97,0.36,0.69,1.34,16.68,0.37
2022-04-21,Sibiu,37.48,295.23,5.64,35.14,5.12,0.5,19.03,3.74,0.35,1.39,2.99,18.45,0.23
2022-04-22,Sibiu,49.45,105.13,180.52,70.06,7.08,3.01,36.71,6.04,0.12,4.2,4.27,3.66,0.57
2022-04-23,Sibiu,42.0,162.55,3.0,38.0,2.03,2.0,0.44,20.89,0.17,3.28,4.54,18.1,0.38
2022-04-24,Sibiu,62.94,54.29,111.5,7.46,3.5,0.91,47.67,2.25,0.49,1.71,4.63,17.41,0.9
2022-04-25,Sibiu,62.83,130.3,177.21,57.17,2.52,2.31,1.25,16.72,0.12,4.23,4.79,0.68,0.24
2022-04-26,Sibiu,40.49,61.79,142.75,53.5,7.34,2.73,22.42,9.82,0.48,0.41,4.43,5.92,0.7
2022-04-27,Sibiu,47.74,204.68,163.48,79.33,9.23,2.26,14.18,1.73,0.41,3.92,3.73,0.41,0.67
2022-04-28,Sibiu,53.61,228.85,172.94,27.55,9.71,2.22,29.77,16.35,0.29,1.04,1.91,15.45,0.47
2022-04-29,Sibiu,41.38,171.25,122.02,32.74,7.39,4.36,45.18,16.67,0.04,0.1,2.81,15.24,0.88
2022-04-30,Sibiu,57.81,210.5,69.61,105.28,6.55,4.76,41.37,13.75,0.24,3.97,0.85,18.59,0.28
2022-05-01,Sibiu,58.23,218.42,189.9,35.52,9.7,4.21,37.97,18.92,0.27,4.47,1.13,13.21,0.14
2022-05-02,Sibiu,59.25,267.27,36.84,37.71,0.48,0.46,24.26,9.42,0.19,3.9,0.74,14.63,0.1
2022-05-03,Sibiu,48.63,212.95,69.55,119.56,9.63,1.0,0.17,16.9,0.2,5.74,1.09,11.31,0.52
2022-05-04,Sibiu,58.95,195.71,39.51,30.29,3.87,0.61,41.0,3.64,0.47,0.59,4.55,3.41,0.55
2022-05-05,Sibiu,42.55,6.11,26.87,113.45,6.6,4.68,0.06,18.59,0.12,5.87,0.5,16.89,0.09
2022-05-06,Sibiu,52.7,185.97,86.73,114.72,5.87,1.68,18.67,17.44,0.1,5.09,2.48,6.05,0.24
2022-05-07,Sibiu,47.59,312.65,102.64,102.89,6.05,1.48,10.24,0.07,0.23,0.79,3.03,2.62,0.01
2022-05-08,Sibiu,51.41,230.6,188.66,115.92,8.33,1.41,2.59,4.33,0.46,5.1,0.86,18.95,0.55
2022-05-09,Sibiu,63.94,78.47,101.69,46.71,1.51,0.67,43.3,17.46,0.38,3.38,3.48,1.45,0.71
2022-05-10,Sibiu,53.66,77.05,23.27,84.98,6.3,3.37,39.17,1.44,0.36,3.52,1.51,18.43,0.61
2022-05-11,Sibiu,52.73,108.94,131.5,115.4,6.37,2.01,3.24,15.03,0.04,1.27,4.9,10.69,0.97
2022-05-12,Sibiu,58.52,330.49,52.94,102.84,4.42,3.61,7.29,12.98,0.2,4.87,2.72,13.27,0.18
2022-05-13,Sibiu,56.09,184.63,25.0,98.46,7.08,1.06,20.7,17.02,0.03,0.19,4.43,14.41,0.19
2022-05-14,Sibiu,66.5,68.49,179.62,0.81,7.52,3.45,12.06,7.46,0.05,5.29,2.43,14.51,0.55
2022-05-15,Sibiu,47.14,137.12,23.73,52.76,3.53,2.56,42.22,12.62,0.36,5.75,4.34,11.76,0.63
2022-05-16,Sibiu,53.72,275.32,4.65,90.81,9.86,3.31,19.14,0.09,0.23,2.82,3.21,18.65,0.96
2022-05-17,Sibiu,45.99,2.33,142.42,16.64,0.84,0.98,39.65,11.02,0.12,0.13,0.96,14.9,0.32
2022-05-18,Sibiu,48.71,283.58,95.18,83.11,6.82,1.88,30.18,18.67,0.05,2.3,1.77,7.96,0.17
2022-05-19,Sibiu,45.99,317.95,168.46,113.45,7.83,3.7,5.35,14.36,0.16,1.45,1.49,15.69,0.55
2022-05-20,Sibiu,62.37,113.87,169.41,108.02,7.58,0.05,23.97,11.33,0.38,2.43,2.54,19.07,0.23
2022-05-21,Sibiu,36.29,164.98,79.14,7.05,5.78,3.21,43.78,6.47,0.28,2.39,3.35,6.49,0.79
2022-05-22,Sibiu,63.55,17.93,7.09,59.52,8.74,3.92,12.52,6.84,0.04,2.08,4.85,12.29,0.29
2022-05-23,Sibiu,34.35,72.78,120.39,102.84,7.77,1.51,1.95,3.12,0.44,4.01,1.96,2.18,0.38
2022-05-24,Sibiu,40.3,115.15,62.51,11.01,5.65,3.77,15.27,0.74,0.46,1.51,1.95,13.33,0.16
2022-05-25,Sibiu,56.28,289.69,114.65,8.02,1.79,0.85,26.28,23.42,0.23,0.53,4.51,0.8,0.4
2022-05-26,Sibiu,37.1,112.4,107.45,116.25,1.75,0.31,18.1,16.06,0.38,2.33,1.41,0.12,0.57
2022-05-27,Sibiu,51.6,238.48,118.94,91.46,0.98,0.66,22.27,20.84,0.37,5.93,2.76,8.38,0.75
2022-05-28,Sibiu,39.05,105.65,119.68,59.69,7.21,3.86,30.6,21.55,0.37,5.46,4.18,1.17,0.8
2022-05-29,Sibiu,53.66,145.84,176.27,18.16,7.7,0.83,35.73,2.63,0.22,5.37,0.43,16.0,0.38
2022-05-30,Sibiu,31.93,41.95,198.36,94.56,5.74,0.7,35.49,9.87,0.19,3.49,2.33,1.39,0.99
2022-05-31,Sibiu,52.48,171.75,47.03,78.3,0.83,1.42,47.3,19.86,0.41,0.7,1.97,7.38,0.38
2022-06-01,Sibiu,41.82,44.98,30.86,38.03,8.94,4.97,36.6,15.39,0.4,2.17,4.21,2.8,0.75
2022-06-02,Sibiu,46.33,19.09,40.56,13.35,4.93,2.31,10.97,16.82,0.13,3.86,4.07,17.53,0.99
2022-06-03,Sibiu,40.01,150.82,199.28,85.92,3.12,4.45,45.89,21.02,0.21,4.65,0.84,7.68,0.55
2022-06-04,Sibiu,53.73,234.96,195.29,90.85,9.51,3.18,37.56,0.42,0.05,2.18,3.87,4.08,0.95
2022-06-05,Sibiu,47.92,2.82,20.42,90.95,5.03,1.37,19.82,13.58,0.36,3.61,2.65,7.86,0.35
2022-06-06,Sibiu,42.37,133.34,91.0,6.33,0.11,4.68,32.24,22.19,0.12,4.85,2.27,8.1,0.44
2022-06-07,Sibiu,52.05,342.97,172.55,86.91,0.6,4.88,18.9,12.66,0.4,3.31,0.65,16.43,0.13
2022-06-08,Sibiu,50.34,289.36,15.38,108.49,7.82,3.23,33.04,9.98,0.44,5.68,0.75,18.76,0.81
2022-06-09,Sibiu,65.28,33.86,23.9,102.64,4.25,3.57,11.63,16.55,0.04,5.06,1.67,2.8,0.13
2022-06-10,Sibiu,51.41,188.65,45.74,60.83,5.34,2.25,23.7,17.35,0.41,1.71,4.02,15.87,0.93
2022-06-11,Sibiu,58.55,96.64,17.5,53.05,3.36,0.0,47.34,13.65,0.3,1.0,2.53,8.96,0.82
2022-06-12,Sibiu,49.1,109.9,70.83,3.2,9.11,1.3,14.8,3.93,0.2,4.17,2.11,12.89,0.23
2022-06-13,Sibiu,56.38,77.96,0.83,69.85,5.97,3.65,36.17,14.7,0.08,5.1,4.67,18.3,0.81
2022-06-14,Sibiu,66.52,5.5,18.72,50.69,5.71,1.96,43.98,3.62,0.1,1.29,0.5,3.63,0.33
2022-06-15,Sibiu,65.54,152.13,7.22,94.29,2.82,1.99,13.77,18.29,0.42,4.93,1.56,4.95,0.57
2022-06-16,Sibiu,35.01,230.89,65.56,28.3,8.98,1.64,30.13,12.79,0.03,3.79,2.73,15.56,0.88
2022-06-17,Sibiu,47.62,275.91,16.39,91.43,2.17,2.81,24.15,4.92,0.18,1.99,3.18,7.96,0.99
2022-06-18,Sibiu,42.14,221.42,181.81,47.13,5.27,0.73,32.18,9.1,0.49,0.61,3.98,0.95,0.48
2022-06-19,Sibiu,52.69,69.19,196.4,89.22,7.31,0.06,25.42,20.86,0.46,0.36,0.5,3.49,0.22
2022-06-20,Sibiu,45.34,214.78,79.55,88.39,9.65,3.77,16.06,16.32,0.39,5.09,1.02,4.68,0.07
2022-06-21,Sibiu,46.29,145.92,16.23,20.42,4.88,0.12,30.18,10.83,0.3,5.7,2.6,3.09,0.66
2022-06-22,Sibiu,56.98,20.58,161.58,77.34,8.02,3.13,39.43,12.89,0.31,5.99,4.54,6.69,0.83
2022-06-23,Sibiu,48.55,154.4,198.22,117.38,1.66,0.91,46.68,2.27,0.39,3.74,4.67,15.41,0.29
2022-06-24,Sibiu,43.65,145.92,2.81,82.89,8.56,3.24,32.93,8.32,0.2,4.36,4.36,8.66,0.91
2022-06-25,Sibiu,60.25,32.56,93.7,68.19,0.4,2.05,48.67,12.68,0.14,3.99,2.46,6.09,0.44
2022-06-26,Sibiu,63.28,279.14,111.36,6.48,6.67,0.11,19.4,18.22,0.41,1.02,3.23,12.52,0.52
2022-06-27,Sibiu,59.89,51.78,198.63,28.87,7.99,0.35,23.13,5.52,0.22,5.11,1.57,9.2,0.78
2022-06-28,Sibiu,54.3,111.59,176.64,30.86,6.96,2.4,39.39,19.84,0.43,1.06,3.36,7.98,0.14
2022-06-29,Sibiu,43.33,116.74,123.42,82.47,8.47,2.13,10.8,15.57,0.34,1.61,0.06,3.81,0.18
2022-06-30,Sibiu,51.41,292.71,6.54,49.65,5.62,3.65,26.13,18.91,0.2,4.21,4.8,5.62,0.17
2022-07-01,Sibiu,50.51,85.66,50.89,17.89,0.12,4.33,2.31,20.55,0.41,2.56,4.56,6.6,0.46
2022-07-02,Sibiu,62.52,215.27,34.04,45.78,3.71,1.37,34.09,1.89,0.15,0.45,3.32,17.43,0.6
2022-07-03,Sibiu,43.06,170.22,77.26,119.15,1.54,4.59,9.76,16.4,0.1,1.03,3.49,5.95,0.23
2022-07-04,Sibiu,35.76,307.53,65.82,9.32,0.27,0.23,44.65,17.85,0.14,5.13,4.79,17.2,0.15
2022-07-05,Sibiu,42.7,10.68,25.82,19.36,9.02,0.73,12.5,19.4,0.12,3.19,3.37,5.73,0.04
2022-07-06,Sibiu,49.59,62.35,63.21,100.87,0.82,2.53,17.37,14.41,0.02,1.88,3.29,9.19,0.61
